Ch1 Amplitude,Ch2 Amplitude,Cluster
247.325241,1186.58582,4
254.605911,364.1895,1
259.918427,1646.19238,4
266.6552,1481.832,4
268.27243,1488.8313,4
275.447327,507.4919,1
275.630554,1497.62061,4
275.756531,1441.45251,4
278.708618,1579.28552,4
280.757355,1584.74023,4
281.5896,1467.774,4
282.252441,1529.73267,4
282.327362,479.123047,1
283.2193,331.59903,1
284.18924,534.9217,1
284.538574,1525.87634,4
284.783173,1511.01477,4
285.5441,1416.37732,4
285.936218,1490.10059,4
286.03244,1492.19067,4
286.692169,432.2264,1
288.0759,1505.96375,4
288.360779,1475.69141,4
288.3706,1525.969,4
289.3645,1423.055,4
289.7589,495.099426,1
289.994751,1524.23767,4
290.553528,1508.624,4
290.642517,449.534,1
290.925476,579.16626,1
291.0069,1528.10669,4
291.042023,1600.40674,4
291.133423,1606.61633,4
291.368225,513.1796,1
291.492859,462.5043,1
291.526337,1602.24841,4
291.7631,1472.13672,4
291.952423,1492.40967,4
292.2751,1521.84119,4
292.423523,1527.6311,4
292.8802,1599.89355,4
292.914825,1439.10071,4
292.95813,1597.873,4
293.007355,1562.518,4
293.265747,1578.32166,4
293.579865,1438.57446,4
293.7969,1637.9071,4
293.992,1370.10681,4
294.108154,1462.13477,4
294.2649,1475.20935,4
294.3554,432.086,1
294.373444,1557.32617,4
294.392334,1444.79407,4
294.455536,487.3656,1
294.64093,1481.32373,4
294.640961,464.599182,1
294.6823,537.7711,1
294.947876,1367.73083,4
295.0048,515.9566,1
295.068085,1456.388,4
295.122467,1557.739,4
295.4246,452.056427,1
295.4496,1653.79089,4
295.598846,520.2325,1
295.8112,1529.73267,4
296.107361,1511.00977,4
296.227875,1553.0321,4
296.265533,1396.76892,4
296.636963,435.321045,1
297.0706,1532.069,4
297.138031,427.2135,1
297.333038,1507.32617,4
297.538971,1551.48926,4
297.560364,449.821075,1
297.619354,1664.31909,4
297.690125,1398.89929,4
297.707275,1573.529,4
297.79364,512.4634,1
297.8155,438.808868,1
297.971832,547.257141,1
298.107147,1504.77527,4
298.210754,1500.06738,4
298.2285,1499.38123,4
298.272949,1540.72449,4
298.556549,1442.20386,4
298.5716,1476.36523,4
298.664978,1481.67114,4
298.8202,1439.96362,4
298.9289,1449.90759,4
298.959747,503.2649,1
299.0396,1422.41663,4
299.1388,1523.84973,4
299.2108,1556.5354,4
299.4011,1417.18811,4
299.41037,484.9282,1
299.411743,460.722534,1
299.5155,514.0019,1
299.55603,1245.98376,4
299.828674,1417.22192,4
299.922974,1462.68652,4
299.963165,1547.47461,4
300.075073,1474.18213,4
300.113129,1594.246,4
300.193481,480.176147,1
300.213,1495.54834,4
300.243073,1495.34021,4
300.292969,482.575226,1
300.566376,1543.469,4
300.606171,423.9658,1
300.671356,504.570557,1
300.7016,1471.19739,4
300.754547,546.9045,1
300.9253,1478.45654,4
301.373,1503.34875,4
301.640045,546.2338,1
301.761322,1536.69727,4
302.0136,1483.20935,4
302.081238,1537.32581,4
302.340942,1565.36865,4
302.428284,1492.52649,4
302.440643,1556.86792,4
302.561768,1441.14172,4
302.682739,425.4032,1
302.705566,529.4603,1
302.739563,402.96994,1
303.179016,458.247772,1
303.2062,1599.74255,4
303.404449,1538.63892,4
303.461182,482.9274,1
303.511353,489.999451,1
303.545319,1454.57251,4
303.578247,418.87,1
303.606964,440.301849,1
303.637939,1505.02393,4
303.6807,1478.04224,4
303.815033,452.5779,1
303.975128,490.467041,1
304.3075,1572.43982,4
304.3883,1512.22827,4
304.5597,1534.33411,4
304.6079,417.800385,1
304.644745,471.3781,1
304.916229,1491.62292,4
304.96106,1559.38293,4
304.979279,1521.71667,4
305.0116,1481.30591,4
305.0862,457.0803,1
305.194183,1556.07739,4
305.241577,503.9609,1
305.459839,560.759,1
305.490234,1435.52466,4
305.636627,1590.90125,4
305.6924,412.131134,1
305.712219,1571.63354,4
305.714264,1506.56152,4
305.7353,1675.59448,4
305.829773,514.086731,1
305.8302,1598.56042,4
305.830444,417.293335,1
305.864532,488.306641,1
305.8835,1596.01648,4
305.9093,405.2927,1
305.948822,421.855133,1
305.962,482.859467,1
305.970459,1376.6095,4
306.122345,516.3366,1
306.141327,465.43158,1
306.164246,1504.43628,4
306.167847,1469.58081,4
306.2874,1484.06714,4
306.402252,1598.23694,4
306.44928,531.5146,1
306.5429,1611.497,4
306.590027,457.910248,1
306.641083,1533.59106,4
306.6691,1557.219,4
306.672668,1674.64221,4
306.7117,1475.14661,4
306.794464,452.722961,1
306.800751,459.6113,1
306.8439,1607.57935,4
306.909149,1518.24011,4
306.977753,1523.85071,4
307.035156,454.208862,1
307.351227,1530.14429,4
307.380585,1635.06665,4
307.5287,569.1711,1
307.5315,478.4904,1
307.727966,501.3503,1
307.83374,1564.63049,4
307.890564,1471.73279,4
307.9286,446.871582,1
308.276855,1497.66577,4
308.319855,1474.24573,4
308.32074,1520.9364,4
308.416962,1480.60657,4
308.461334,1541.639,4
308.461853,495.642944,1
308.537476,404.9586,1
308.550385,1555.04077,4
308.57486,1580.33167,4
308.656769,458.174438,1
308.7059,538.9188,1
308.706146,1582.25293,4
308.7075,470.968719,1
308.717773,1468.33936,4
308.8054,1426.94226,4
308.842773,469.628357,1
308.866119,483.2995,1
308.890167,1523.35046,4
308.895477,415.408752,1
308.944458,473.5618,1
308.9497,1480.35742,4
309.0244,1517.5835,4
309.053284,490.6501,1
309.079926,1578.23218,4
309.081451,1470.0719,4
309.183838,454.266663,1
309.197266,435.77063,1
309.2042,465.8005,1
309.228851,535.0654,1
309.2594,1498.7616,4
309.260681,438.0854,1
309.2968,1525.20056,4
309.312622,1489.68628,4
309.319641,552.5535,1
309.339935,488.5082,1
309.422577,1516.98853,4
309.491241,1562.89539,4
309.53,431.62207,1
309.576,494.1331,1
309.643951,1614.65161,4
309.765167,472.1729,1
309.80484,521.8747,1
309.859039,425.376556,1
309.875824,1401.58716,4
309.9137,1520.98462,4
310.048462,495.487427,1
310.1013,1572.60168,4
310.133362,1431.69678,4
310.144348,1481.7854,4
310.385773,451.903656,1
310.4361,529.613647,1
310.461639,432.758331,1
310.477325,1452.78638,4
310.480347,1521.84875,4
310.4843,1466.34326,4
310.514679,1603.68311,4
310.5692,490.1278,1
310.726044,420.141052,1
310.8075,495.420135,1
310.901825,468.1683,1
310.9132,1492.26917,4
310.913269,1459.65674,4
310.918121,452.778259,1
310.925,449.9745,1
311.0177,1506.17908,4
311.1598,418.890167,1
311.192322,514.0761,1
311.2095,1506.68579,4
311.225769,472.675079,1
311.2729,469.705719,1
311.2992,481.526367,1
311.324158,489.614258,1
311.335815,456.662872,1
311.34903,1374.3125,4
311.421844,464.497925,1
311.451,1552.84729,4
311.454865,433.574677,1
311.56073,447.15744,1
311.6138,463.029083,1
311.646423,1499.753,4
311.653076,1495.16809,4
311.6539,402.386078,1
311.658783,537.972534,1
311.766785,497.7884,1
311.805756,1538.405,4
311.870148,438.686646,1
311.9342,469.988953,1
311.95282,449.754364,1
311.956146,1565.76355,4
311.97998,507.202637,1
312.010681,448.908844,1
312.017181,518.248,1
312.045746,1433.12292,4
312.051178,431.3147,1
