Ch1 Amplitude,Ch2 Amplitude,Cluster
165.435471,1504.136,4
181.509445,1601.91064,4
185.191437,1517.15125,4
187.356445,1600.26746,4
188.895844,486.9963,1
189.442352,1616.855,4
192.076477,1497.48389,4
192.225113,1592.40051,4
192.901932,1601.04346,4
193.352112,1567.32544,4
194.102692,463.199768,1
194.116333,1500.55273,4
194.220459,1636.56177,4
194.728836,527.123047,1
197.098129,1518.39539,4
198.1508,503.532227,1
199.595474,466.722534,1
200.528717,1208.31287,4
201.106552,515.788269,1
201.269333,505.9854,1
203.998108,447.813721,1
204.21843,525.3271,1
205.0513,1594.60449,4
206.1032,1556.46851,4
207.790619,1551.70972,4
208.106064,1499.3479,4
208.175568,436.369934,1
208.418747,1498.56274,4
208.845657,504.609924,1
208.970291,523.474365,1
210.5635,483.548248,1
210.669312,1560.71631,4
210.856873,438.070526,1
210.917877,514.4807,1
211.01152,546.1058,1
211.214691,1624.16809,4
211.333725,556.2357,1
211.622345,521.3822,1
211.970016,1468.69971,4
213.441559,483.836731,1
214.034912,1429.46069,4
215.447128,473.641571,1
215.487411,463.353119,1
216.569687,506.870941,1
217.085617,1517.63721,4
217.44342,1572.72827,4
217.4803,492.341064,1
217.627319,502.813965,1
217.881836,1470.868,4
218.065567,528.6419,1
218.152344,558.3144,1
218.855942,447.138336,1
219.638748,1514.08508,4
220.148071,510.204163,1
220.639786,497.093048,1
221.682465,454.067719,1
221.785629,499.099518,1
222.6216,1450.27686,4
223.267456,467.9302,1
223.911224,459.4423,1
224.122559,544.7507,1
224.278259,1528.84583,4
224.494492,528.7403,1
224.772064,489.395447,1
225.033142,1575.17017,4
225.4152,556.778564,1
225.448288,474.6884,1
226.115341,1456.6438,4
226.158,516.881042,1
226.8224,1521.42224,4
226.893433,457.7812,1
226.958527,459.1382,1
227.298279,481.428162,1
227.436035,448.395569,1
227.659119,453.54245,1
227.89093,463.927765,1
228.054382,1153.3606,4
228.662186,454.1428,1
228.677689,527.5277,1
229.387482,436.182648,1
